Country,DevType,EdLevel,Employment,YearsCodePro,Age,ConvertedCompYearly,JobSat,RemoteWork,LanguageHaveWorkedWith,OpSys
Canada,Full-stack developer,Masters degree,Employed full-time,16,55-64 years old,53153.90313101702,2,Hybrid,C++;TypeScript;Kotlin,Windows
United States,Mobile developer,Other doctoral degree,Employed full-time,11,18-24 years old,138041.82623176536,5,Remote,Kotlin,Linux
United States,Data scientist or machine learning specialist,Secondary school,Employed full-time,1,65 years or older,124149.77595704363,3,In-person,Rust;C#;Java;TypeScript,Windows
United Kingdom,Data scientist or machine learning specialist,Masters degree,Employed full-time,30,25-34 years old,,4,Hybrid,C#,Linux
United Kingdom,Full-stack developer,Masters degree,Student,More than 50 years,35-44 years old,68470.15748044074,4,In-person,C#;C++;PHP;Go,Linux
Germany,Embedded developer,Secondary school,Employed full-time,7,25-34 years old,,3,Remote,Python;Rust,Windows
United Kingdom,Desktop developer,Bachelors degree,Employed part-time,More than 50 years,18-24 years old,37517.56282278453,5,Hybrid,Rust;Java,Linux
India,Back-end developer,Bachelors degree,Employed full-time,Less than 1 year,45-54 years old,27050.828796350448,4,Remote,PHP;Go;Kotlin;C++,Linux
United States,Embedded developer,Bachelors degree,Employed full-time,29,25-34 years old,,2,Hybrid,TypeScript;C#,Linux
United States,Data scientist or machine learning specialist,Secondary school,Employed full-time,16,35-44 years old,136624.2220639951,5,Hybrid,PHP,Windows
United States,DevOps specialist,Some college,Employed full-time,30,25-34 years old,137431.11932576285,4,Remote,Python,macOS
Australia,Desktop developer,Bachelors degree,Not employed,14,25-34 years old,66543.4110575558,4,Hybrid,TypeScript;Rust,macOS
Germany,Data scientist or machine learning specialist,Masters degree,Employed full-time,15,25-34 years old,52577.31974484156,4,Remote,C#;PHP;JavaScript;Kotlin,Linux
India,DevOps specialist,Masters degree,Student,14,35-44 years old,52602.778777370295,5,Hybrid,Kotlin;Python;JavaScript,Windows
India,Embedded developer,Bachelors degree,Freelancer,28,18-24 years old,65744.21279436717,1,Remote,Java;JavaScript;Go;C++,Windows
Netherlands,Full-stack developer,Associate degree,Employed full-time,21,35-44 years old,62941.53654891948,3,Remote,JavaScript,Linux
United States,Full-stack developer,Bachelors degree,Employed full-time,11,45-54 years old,130210.70756902473,4,Remote,Kotlin;Rust;Python;Go,Windows
Germany,Desktop developer,Bachelors degree,Employed part-time,16,18-24 years old,79034.77309592089,2,Remote,Java;Kotlin;Go,Windows
India,Data scientist or machine learning specialist,Masters degree,Freelancer,19,18-24 years old,35607.383779975986,4,Hybrid,Java;JavaScript;C++,Windows
Germany,Front-end developer,Some college,Not employed,17,35-44 years old,,4,Hybrid,PHP,Windows
United States,DevOps specialist,Bachelors degree,Employed full-time,27,25-34 years old,119308.71520312394,3,Hybrid,JavaScript,Windows
Brazil,Back-end developer,Masters degree,Self-employed,26,25-34 years old,78114.35200994731,1,Remote,JavaScript,Windows
Australia,Data scientist or machine learning specialist,Masters degree,Employed full-time,6,18-24 years old,106912.48323792881,4,In-person,Rust;JavaScript;Kotlin;Go,Windows
Germany,Back-end developer,Bachelors degree,Freelancer,11,25-34 years old,46998.57531196522,5,Hybrid,PHP;Java,macOS
United Kingdom,Data scientist or machine learning specialist,Bachelors degree,Freelancer,17,18-24 years old,57923.75031194066,4,In-person,Python,Windows
Australia,Front-end developer,Masters degree,Employed full-time,9,25-34 years old,,4,Hybrid,Go;C++;Rust;Python,Windows
United Kingdom,Front-end developer,Bachelors degree,Employed full-time,18,35-44 years old,91840.49797152166,3,Hybrid,TypeScript,macOS
United States,Desktop developer,Other doctoral degree,Employed full-time,17,25-34 years old,108245.24061360203,4,Remote,C++,Windows
Germany,Desktop developer,Some college,Employed full-time,Less than 1 year,25-34 years old,46135.98412428412,1,Hybrid,Kotlin,Windows
Germany,Front-end developer,Associate degree,Student,12,65 years or older,,4,Hybrid,JavaScript;Java,Windows
India,Mobile developer,Bachelors degree,Employed full-time,23,35-44 years old,59886.22229486222,4,Hybrid,PHP;Kotlin;Go,macOS
Canada,Front-end developer,Associate degree,Employed full-time,22,45-54 years old,73271.95737121525,5,Remote,JavaScript;Python;TypeScript,Linux
Australia,Full-stack developer,Bachelors degree,Employed full-time,22,25-34 years old,,4,Remote,TypeScript,Windows
Australia,Full-stack developer,Bachelors degree,Freelancer,30,35-44 years old,68182.81845551988,5,In-person,C++,Linux
India,Mobile developer,Bachelors degree,Employed full-time,5,18-24 years old,,4,Remote,Rust;Kotlin;C++,macOS
United States,Embedded developer,Bachelors degree,Employed full-time,11,18-24 years old,102516.014599717,5,Remote,Go;JavaScript;Python,Windows
Poland,DevOps specialist,Masters degree,Employed full-time,4,18-24 years old,57763.05791827374,4,Hybrid,PHP;C#,Linux
France,Embedded developer,Masters degree,Freelancer,27,25-34 years old,,3,Hybrid,C#;Python;Kotlin,Windows
United States,Back-end developer,Bachelors degree,Student,4,45-54 years old,,5,Hybrid,Python;TypeScript,Linux
Australia,Embedded developer,Masters degree,Employed full-time,3,25-34 years old,53432.49481166395,1,Remote,Go;Python,Linux
Brazil,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,26,35-44 years old,82154.42191964897,2,Hybrid,PHP,macOS
India,Embedded developer,Masters degree,Employed full-time,24,35-44 years old,36332.04296785451,2,Remote,Go;C++;Kotlin,Linux
Germany,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,23,25-34 years old,87886.210002164,5,Hybrid,JavaScript;Python;PHP,Linux
India,Mobile developer,Secondary school,Employed full-time,25,25-34 years old,27929.512233066365,1,Hybrid,Rust;Kotlin;TypeScript;Python,Windows
United States,Full-stack developer,Secondary school,Not employed,17,25-34 years old,,5,Hybrid,PHP;TypeScript;C#,Windows
United States,Desktop developer,Masters degree,Employed full-time,7,25-34 years old,103988.1931530379,4,Hybrid,Python,Linux
France,Data scientist or machine learning specialist,Bachelors degree,Student,26,18-24 years old,53809.80228145541,1,Hybrid,JavaScript;C++;Python;Rust,Windows
United States,Full-stack developer,Bachelors degree,Employed full-time,4,65 years or older,123840.08473937353,4,Remote,JavaScript;Kotlin,Windows
United States,DevOps specialist,Some college,Self-employed,23,18-24 years old,125550.3171776378,3,Remote,JavaScript,Windows
India,Back-end developer,Bachelors degree,Self-employed,13,18-24 years old,,4,Remote,JavaScript;Rust,Windows
India,DevOps specialist,Bachelors degree,Employed full-time,12,45-54 years old,,4,Remote,C#;JavaScript;Go,Windows
Australia,Mobile developer,Bachelors degree,Employed full-time,1,25-34 years old,52451.5319773934,4,Hybrid,C#,Linux
United States,Embedded developer,Masters degree,Employed full-time,21,35-44 years old,183155.42566088596,1,Remote,Java;Kotlin,Windows
United States,Embedded developer,Masters degree,Employed full-time,19,25-34 years old,138135.74545864796,4,Hybrid,C#;C++;Java,Linux
Canada,Front-end developer,Secondary school,Employed full-time,21,25-34 years old,68262.94951905245,5,In-person,C#;Kotlin;C++;JavaScript,Windows
India,Front-end developer,Bachelors degree,Employed full-time,20,25-34 years old,20335.83003587212,4,In-person,Python;JavaScript;C++;PHP,macOS
United States,Front-end developer,Bachelors degree,Freelancer,18,25-34 years old,110975.62346112246,5,Hybrid,PHP;JavaScript;Rust,Windows
India,DevOps specialist,Some college,Employed full-time,11,25-34 years old,22383.988125460884,3,Remote,C++;PHP;TypeScript;Kotlin,macOS
United States,Data scientist or machine learning specialist,Secondary school,Student,20,35-44 years old,,5,Hybrid,Java;C++,Windows
United States,Back-end developer,Bachelors degree,Employed full-time,3,25-34 years old,,3,Hybrid,Go;Kotlin;Rust,Linux
India,Front-end developer,Masters degree,Self-employed,29,55-64 years old,5000.0,1,Remote,Python;Rust;JavaScript,Windows
India,Mobile developer,Bachelors degree,Employed full-time,17,18-24 years old,12262.35222122085,5,In-person,Kotlin;Java;JavaScript,Linux
Australia,Mobile developer,Other doctoral degree,Student,12,25-34 years old,64142.78873557137,5,In-person,TypeScript;Kotlin,Windows
India,Front-end developer,Bachelors degree,Employed full-time,More than 50 years,25-34 years old,20214.537056962974,4,Hybrid,Java;TypeScript;PHP,Windows
Germany,Embedded developer,Other doctoral degree,Employed full-time,10,55-64 years old,104562.42452198968,3,Hybrid,Java;PHP,Windows
Germany,Front-end developer,Masters degree,Employed full-time,More than 50 years,18-24 years old,,3,In-person,Python,macOS
United States,Back-end developer,Masters degree,Employed full-time,8,25-34 years old,104973.0906079326,4,Hybrid,JavaScript,Windows
United Kingdom,Front-end developer,Bachelors degree,Employed full-time,15,45-54 years old,,5,Remote,JavaScript;PHP,Linux
United States,Back-end developer,Masters degree,Employed full-time,5,25-34 years old,,2,Hybrid,C#;PHP;TypeScript,BSD
Netherlands,Mobile developer,Bachelors degree,Employed full-time,4,45-54 years old,77696.85165602317,5,Hybrid,TypeScript;C#;JavaScript,Windows
United States,Front-end developer,Bachelors degree,Student,26,18-24 years old,,3,Hybrid,Rust;TypeScript;JavaScript,macOS
India,DevOps specialist,Masters degree,Employed full-time,28,35-44 years old,11123.911641963548,5,Hybrid,C#;Java;TypeScript;C++,Windows
United States,Desktop developer,Associate degree,Employed full-time,21,55-64 years old,,5,In-person,C#;PHP;Python,macOS
Poland,DevOps specialist,Masters degree,Self-employed,20,35-44 years old,,4,Hybrid,Java;TypeScript;C#;JavaScript,macOS
India,Mobile developer,Some college,Employed full-time,19,25-34 years old,5000.0,4,In-person,JavaScript;Rust,BSD
Germany,Back-end developer,Bachelors degree,Employed full-time,21,18-24 years old,68792.06392488061,5,Hybrid,Python;TypeScript,Windows
United States,DevOps specialist,Bachelors degree,Employed full-time,4,55-64 years old,,4,Remote,PHP;Java,macOS
Canada,Back-end developer,Bachelors degree,Freelancer,15,25-34 years old,,4,Hybrid,C++;PHP;Python;Rust,Windows
United States,DevOps specialist,Masters degree,Student,17,18-24 years old,132381.6633877602,4,Hybrid,C#;Kotlin;Go;JavaScript,Windows
Brazil,DevOps specialist,Other doctoral degree,Student,12,35-44 years old,52489.82038721001,3,Hybrid,PHP,Windows
United States,Back-end developer,Masters degree,Employed full-time,3,25-34 years old,106878.05527988716,5,Remote,PHP,Windows
United States,Data scientist or machine learning specialist,Bachelors degree,Self-employed,10,18-24 years old,145385.1134379724,3,Hybrid,C#;Go;C++,Linux
United States,DevOps specialist,Bachelors degree,Employed full-time,15,18-24 years old,,5,Hybrid,Java;Kotlin,Windows
India,Front-end developer,Masters degree,Employed full-time,10,18-24 years old,30881.64077586428,3,Hybrid,Rust;TypeScript;Python,BSD
Germany,Desktop developer,Bachelors degree,Employed full-time,24,25-34 years old,78266.69361355077,4,Remote,C++,Linux
United States,Mobile developer,Secondary school,Employed full-time,23,35-44 years old,149234.34032514237,3,In-person,PHP,macOS
Canada,Data scientist or machine learning specialist,Some college,Employed full-time,18,25-34 years old,,3,Remote,C#,macOS
India,Back-end developer,Masters degree,Employed full-time,1,35-44 years old,5000.0,3,In-person,C++,macOS
India,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,3,45-54 years old,,4,Remote,Kotlin;Go;TypeScript,Windows
India,Full-stack developer,Bachelors degree,Employed full-time,More than 50 years,35-44 years old,,4,Remote,TypeScript;JavaScript;C++;Rust,Linux
India,Full-stack developer,Bachelors degree,Self-employed,21,18-24 years old,,5,Remote,JavaScript;PHP;Python,Windows
Germany,DevOps specialist,Bachelors degree,Employed full-time,26,35-44 years old,,3,Remote,C++;Go;Rust,Windows
United States,DevOps specialist,Bachelors degree,Self-employed,Less than 1 year,25-34 years old,140312.5576798894,4,Remote,C#;Go,Windows
United States,Front-end developer,Masters degree,Employed full-time,27,25-34 years old,123749.18764177822,5,Hybrid,Java;C#;Python,Linux
Brazil,Desktop developer,Masters degree,Student,12,35-44 years old,,3,In-person,Rust;C#,Windows
Netherlands,Mobile developer,Bachelors degree,Employed full-time,1,25-34 years old,75596.572815101,4,In-person,Rust,Windows
India,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,3,45-54 years old,17497.82010112871,4,In-person,Python,Windows
United States,Full-stack developer,Bachelors degree,Employed full-time,3,18-24 years old,151370.37970945108,4,Hybrid,JavaScript;Python;C#;Kotlin,Windows
Germany,DevOps specialist,Bachelors degree,Employed full-time,5,35-44 years old,59239.047535339836,3,Hybrid,Kotlin;TypeScript,Linux
India,Embedded developer,Secondary school,Student,19,18-24 years old,,4,Remote,C++;Kotlin;Java;Python,Linux
United States,Embedded developer,Bachelors degree,Employed full-time,29,55-64 years old,148676.65677319688,3,Remote,PHP;C#;C++,macOS
United States,Mobile developer,Bachelors degree,Employed full-time,25,18-24 years old,92454.090214558,4,Hybrid,Kotlin;C++,Windows
United Kingdom,Data scientist or machine learning specialist,Bachelors degree,Student,1,18-24 years old,53133.29648295102,5,In-person,Java,Windows
United Kingdom,DevOps specialist,Secondary school,Employed part-time,4,25-34 years old,82844.14785771116,4,Remote,C#,Windows
United States,DevOps specialist,Masters degree,Employed full-time,29,25-34 years old,143144.8909546205,4,Remote,Rust,macOS
United States,Full-stack developer,Bachelors degree,Employed full-time,29,18-24 years old,116570.08799223522,2,Remote,Kotlin;C#;PHP,Windows
United States,Full-stack developer,Masters degree,Employed full-time,26,25-34 years old,,5,Hybrid,TypeScript,Windows
United Kingdom,DevOps specialist,Some college,Employed full-time,26,25-34 years old,79118.71644661525,3,Remote,Rust;Java;C++;PHP,Windows
United States,Back-end developer,Associate degree,Employed full-time,4,18-24 years old,,4,Hybrid,Python;Kotlin,Windows
United States,DevOps specialist,Bachelors degree,Freelancer,17,25-34 years old,96706.7330297521,5,Hybrid,Kotlin;C#;JavaScript;Python,Windows
Canada,Mobile developer,Secondary school,Employed full-time,14,35-44 years old,,4,Hybrid,Python,Linux
United States,DevOps specialist,Other doctoral degree,Employed full-time,18,35-44 years old,124505.13363967199,4,Remote,Python;Kotlin,Linux
United Kingdom,Front-end developer,Other doctoral degree,Employed full-time,27,35-44 years old,72587.21266857783,4,Remote,C#,Windows
United States,Desktop developer,Masters degree,Not employed,1,35-44 years old,114018.6182953989,2,In-person,Go;Python;Rust;Java,Windows
United States,Front-end developer,Masters degree,Student,22,25-34 years old,133585.87639964698,5,In-person,Python;JavaScript,Windows
United States,Front-end developer,Bachelors degree,Employed full-time,16,18-24 years old,105797.26786325236,1,Hybrid,C#;TypeScript;Python,Linux
United Kingdom,Back-end developer,Some college,Self-employed,3,25-34 years old,17706.12801852529,4,In-person,Python;C#;PHP,macOS
Brazil,Back-end developer,Masters degree,Employed full-time,23,45-54 years old,51521.978553348075,1,Hybrid,Rust,macOS
France,Embedded developer,Masters degree,Employed full-time,21,65 years or older,61264.64293026202,5,In-person,Java;C++,Windows
India,DevOps specialist,Bachelors degree,Employed full-time,9,25-34 years old,19483.200802070867,3,Hybrid,Java;JavaScript;PHP;Kotlin,Linux
